time,lane_exit_B,lane_exit_C,lane_exit_E
38358,13.14,18.21,17.21
38359,13.14,18.21,17.21
38360,13.14,18.21,17.21
38361,13.14,18.21,17.21
38362,13.14,18.21,17.21
38363,13.14,18.21,17.21
38364,13.14,18.21,17.21
38365,13.14,18.21,17.21
38366,13.14,18.21,17.21
38367,13.14,18.21,17.21
38368,13.14,18.21,17.21
38369,13.14,18.21,17.21
38370,13.14,18.21,17.21
38371,13.14,18.21,17.21
38372,13.14,18.21,17.21
38373,13.14,18.21,17.21
38374,13.14,18.21,17.21
38375,13.14,18.21,17.21
38376,13.14,18.21,17.21
38377,13.14,18.21,17.21
38378,13.14,18.21,17.21
38379,13.14,18.21,17.21
38380,13.14,18.21,17.21
38381,13.14,18.21,17.21
38382,13.14,18.21,17.21
38383,13.14,18.21,17.21
38384,13.14,18.21,17.21
38385,13.14,18.21,17.21
38386,13.14,18.21,17.21
38387,13.14,18.21,17.21
38388,13.14,18.21,17.21
38389,13.14,18.21,17.21
38390,13.14,18.21,17.21
38391,13.14,18.21,17.21
38392,13.14,18.21,17.21
38393,13.14,18.21,17.21
38394,13.14,18.21,17.21
38395,13.14,18.21,17.21
38396,13.14,18.21,17.21
38397,13.14,18.21,17.21
38398,13.14,18.21,17.21
38399,13.14,18.21,17.21
38400,13.14,18.21,17.21
38401,13.14,18.21,17.21
38402,13.14,18.21,17.21
38403,13.14,18.21,17.21
38404,13.14,18.21,17.21
38405,13.14,18.21,17.21
38406,13.14,18.21,17.21
38407,13.14,18.21,17.21
38408,13.14,18.21,17.21
38409,13.14,18.21,17.21
38410,13.14,18.21,17.21
38411,13.14,18.21,17.21
38412,13.14,18.21,17.21
38413,13.14,18.21,17.21
38414,13.14,18.21,17.21
38415,13.14,18.21,17.21
38416,13.14,18.21,17.21
38417,13.14,18.21,17.21
38418,13.14,18.21,17.21
38419,13.14,18.21,17.21
38420,13.14,18.21,17.21
38421,13.14,18.21,17.21
38422,13.14,18.21,17.21
38423,13.14,20.48,17.21
38424,13.14,20.48,17.21
38425,13.14,20.48,17.21
38426,13.14,20.48,17.21
38427,13.14,20.48,17.21
38428,13.14,20.48,17.21
38429,13.14,20.48,17.21
38430,13.14,20.48,17.21
38431,13.14,20.48,17.21
38432,13.14,20.48,17.21
38433,13.14,20.48,17.21
38434,13.14,20.48,17.21
38435,13.14,20.48,17.21
38436,13.14,20.48,17.21
38437,13.14,20.48,17.21
38438,13.14,20.48,17.21
38439,13.14,20.48,17.21
38440,13.14,20.48,17.21
38441,13.14,20.48,17.21
38442,13.14,20.48,17.21
38443,13.14,20.48,17.21
38444,13.14,20.48,17.21
38445,13.14,20.48,17.21
38446,13.14,20.48,17.21
38447,13.14,20.48,17.21
38448,13.14,20.48,17.21
38449,13.14,20.48,17.21
38450,13.14,20.48,17.21
38451,13.14,20.48,17.21
38452,13.14,20.48,17.21
38453,13.14,20.48,17.21
38454,13.14,20.48,17.21
38455,13.14,20.48,17.21
38456,13.14,20.48,17.21
38457,13.14,20.48,17.21
38458,13.14,20.48,17.21
38459,13.14,20.48,17.21
38460,13.14,20.48,17.21
38461,13.14,20.48,17.21
38462,13.14,20.48,17.21
38463,13.14,20.48,17.21
38464,13.14,20.48,17.21
38465,13.14,20.48,17.21
38466,13.14,20.48,17.21
38467,13.14,20.48,17.21
38468,13.14,20.48,17.21
38469,13.14,20.48,17.21
38470,13.14,20.48,17.21
38471,13.14,20.48,17.21
38472,13.14,20.48,17.21
38473,13.14,20.48,17.21
38474,13.14,20.48,17.21
38475,13.14,19.98,17.21
38476,13.14,19.98,17.21
38477,13.14,19.98,17.21
38478,13.14,19.98,17.21
38479,13.14,19.98,17.21
38480,13.14,19.98,17.21
38481,13.14,19.98,17.21
38482,13.14,19.98,17.21
38483,13.14,19.98,17.21
38484,13.14,19.98,17.21
38485,13.14,19.98,17.21
38486,13.14,19.98,17.21
38487,13.14,19.98,17.21
38488,13.14,19.98,17.21
38489,13.14,19.98,17.21
38490,13.14,19.98,17.21
38491,13.14,19.98,17.21
38492,13.14,19.98,17.21
38493,13.14,19.98,17.21
38494,13.14,19.98,17.21
38495,13.14,19.98,17.21
38496,13.14,19.98,17.21
38497,13.14,19.98,17.21
38498,13.14,19.98,17.21
38499,13.14,19.98,17.21
38500,13.14,19.98,17.21
38501,13.14,19.98,17.21
38502,13.14,19.98,17.21
38503,13.14,19.98,17.21
38504,13.14,19.98,17.21
38505,13.14,19.98,17.21
38506,13.14,19.98,17.21
38507,13.14,19.98,17.21
38508,13.14,19.98,17.21
38509,13.14,19.98,17.21
38510,13.14,19.98,17.21
38511,13.14,19.98,17.21
38512,13.14,19.98,17.21
38513,13.14,19.98,17.21
38514,13.14,19.98,17.21
38515,13.14,19.98,17.21
38516,13.14,19.98,17.21
38517,13.14,19.98,17.21
38518,13.14,19.98,17.21
38519,13.14,19.98,17.21
38520,13.14,19.98,17.21
38521,13.14,19.98,17.21
38522,13.14,19.98,17.21
38523,13.14,19.98,17.21
38524,13.14,19.98,17.21
38525,13.14,19.98,17.21
38526,13.14,19.98,17.21
38527,13.14,19.98,17.21
38528,13.14,19.98,17.21
38529,13.14,19.98,17.21
38530,13.14,19.98,17.21
38531,13.14,19.98,17.21
38532,13.14,19.98,17.21
38533,13.14,19.98,17.21
38534,13.14,19.98,17.21
38535,13.14,19.98,17.21
38536,13.14,19.98,17.21
38537,13.14,19.98,17.21
38538,13.14,19.98,17.21
38539,13.14,19.98,17.21
38540,13.14,19.98,17.21
38541,13.14,19.98,17.21
38542,13.14,19.98,17.21
38543,13.14,19.98,17.21
38544,13.14,19.98,17.21
38545,13.14,19.98,17.21
38546,13.14,19.98,17.21
38547,13.14,19.98,17.21
38548,13.14,19.98,17.21
38549,13.14,19.98,17.21
38550,13.14,19.98,17.21
38551,13.14,19.98,17.21
38552,13.14,19.98,17.21
38553,13.14,19.98,17.21
38554,13.14,19.98,17.21
38555,13.14,19.98,17.21
38556,13.14,19.98,17.21
38557,13.14,19.98,17.21
38558,13.14,19.98,17.21
38559,13.14,19.98,17.21
38560,13.14,19.98,17.21
38561,13.14,19.98,17.21
38562,13.14,19.98,17.21
38563,13.14,19.98,17.21
38564,13.14,19.98,17.21
38565,13.14,19.98,17.21
38566,13.14,19.98,17.21
38567,13.14,19.98,17.21
38568,13.14,19.98,17.21
38569,13.14,19.98,17.21
38570,13.14,19.98,17.21
38571,13.14,19.98,17.21
38572,13.14,19.98,17.21
38573,13.14,19.98,17.21
38574,13.14,19.98,17.21
38575,13.14,19.98,17.21
38576,13.14,19.98,17.21
38577,13.14,19.98,17.21
38578,13.14,19.98,17.21
38579,13.14,19.98,17.21
38580,13.14,19.98,17.21
38581,13.14,19.98,17.21
38582,13.14,19.98,17.21
38583,13.14,19.98,17.21
38584,13.14,19.98,17.21
38585,13.14,19.98,17.21
38586,13.14,19.98,17.21
38587,13.14,19.98,17.21
38588,13.14,19.98,17.21
38589,13.14,19.98,17.21
38590,13.14,19.98,17.21
38591,13.14,19.98,17.21
38592,13.14,19.98,17.21
38593,13.14,19.98,17.21
38594,13.14,19.98,17.21
38595,13.14,19.98,17.21
38596,13.14,19.98,17.21
38597,13.14,19.98,17.21
38598,13.14,19.98,17.21
38599,13.14,19.98,17.21
38600,13.14,19.98,17.21
38601,13.14,19.98,17.21
38602,13.14,19.98,17.21
38603,13.14,19.98,17.21
38604,13.14,19.98,17.21
38605,13.14,19.98,17.21
38606,13.14,19.98,17.21
38607,13.14,19.98,17.21
38608,13.14,19.98,17.21
38609,13.14,19.98,17.21
38610,13.14,19.98,17.21
38611,13.14,19.98,17.21
38612,13.14,19.98,17.21
38613,13.14,19.98,17.21
38614,13.14,19.98,17.21
38615,13.14,19.98,17.21
38616,13.14,19.98,17.21
38617,13.14,19.98,17.21
38618,13.14,19.98,17.21
38619,13.14,19.98,17.21
38620,13.14,19.98,17.21
38621,13.14,19.98,17.21
38622,13.14,19.98,17.21
38623,13.14,19.98,17.21
38624,13.14,19.98,17.21
38625,13.14,19.98,17.21
38626,13.14,19.98,17.21
38627,13.14,19.98,17.21
38628,13.14,19.98,17.21
38629,13.14,19.98,17.21
38630,13.14,19.98,17.21
38631,13.14,19.98,17.21
38632,13.14,19.98,17.21
38633,13.14,19.98,17.21
38634,13.14,19.98,17.21
38635,13.14,19.98,17.21
38636,13.14,19.98,17.21
38637,13.14,19.98,17.21
38638,13.14,19.98,17.21
38639,13.14,19.98,17.21
38640,13.14,19.98,17.21
38641,13.14,19.98,17.21
38642,13.14,19.98,17.21
38643,13.14,19.98,17.21
38644,13.14,19.98,17.21
38645,13.14,19.98,17.21
38646,13.14,19.98,17.21
38647,13.14,19.98,17.21
38648,13.14,19.98,17.21
38649,13.14,19.98,17.21
38650,13.14,19.98,17.21
38651,13.14,19.98,17.21
38652,13.14,19.98,17.21
38653,13.14,19.98,17.21
38654,13.14,19.98,17.21
38655,13.14,19.98,17.21
38656,13.14,19.98,17.21
38657,13.14,19.98,17.21
38658,13.14,19.98,17.21
38659,13.14,19.98,17.21
38660,13.14,19.98,17.21
38661,13.14,19.98,17.21
38662,13.14,19.98,17.21
38663,13.14,19.98,17.21
38664,13.14,19.98,17.21
38665,13.14,19.98,17.21
38666,13.14,19.98,17.21
38667,13.14,19.98,17.21
38668,13.14,19.98,17.21
38669,13.14,19.98,17.21
38670,13.14,19.98,17.21
38671,13.14,19.98,17.21
38672,13.14,19.98,17.21
38673,13.14,19.98,17.21
38674,13.14,19.98,17.21
38675,13.14,19.98,17.21
38676,13.14,19.98,17.21
38677,13.14,19.98,17.21
38678,13.14,19.98,17.21
38679,13.14,19.98,17.21
38680,13.14,19.98,17.21
38681,13.14,19.98,17.21
38682,13.14,19.98,17.21
38683,13.14,19.98,17.21
38684,13.14,19.98,17.21
38685,13.14,19.98,17.21
38686,13.14,19.98,17.21
38687,13.14,19.98,17.21
38688,13.14,19.98,17.21
38689,13.14,19.98,17.21
38690,13.14,19.98,17.21
38691,13.14,19.98,17.21
38692,13.14,19.98,17.21
38693,13.14,19.98,17.21
38694,13.14,19.98,17.21
38695,13.14,19.98,17.21
38696,13.14,19.98,17.21
38697,13.14,15.36,17.21
38698,13.14,15.36,17.21
38699,13.14,15.36,17.21
38700,13.14,15.36,17.21
38701,13.14,15.36,17.21
38702,13.14,15.36,17.21
38703,13.14,15.36,17.21
38704,13.14,15.36,17.21
38705,13.14,15.36,17.21
38706,13.14,15.36,17.21
38707,13.14,15.36,17.21
38708,13.14,15.36,11.93
38709,13.14,15.36,11.93
38710,13.14,15.36,11.93
38711,13.14,15.36,11.93
38712,13.14,15.36,12.62
38713,13.14,15.36,12.62
38714,13.14,15.36,12.62
38715,13.14,15.36,12.62
38716,13.14,15.36,12.62
38717,13.14,15.36,12.62
38718,13.14,15.36,12.62
38719,13.14,15.36,12.62
38720,13.14,15.36,12.62
38721,13.14,15.36,12.62
38722,13.14,15.36,12.62
38723,13.14,15.36,12.62
38724,13.14,15.36,12.62
38725,13.14,15.36,12.62
38726,13.14,15.36,12.62
38727,13.14,15.36,12.62
38728,13.14,15.36,12.62
38729,13.14,15.36,12.62
38730,13.14,15.36,12.62
38731,13.14,15.36,12.62
38732,13.14,15.36,12.62
38733,13.14,15.36,12.62
38734,13.14,15.36,12.62
38735,13.14,15.36,12.62
38736,13.14,15.36,12.62
38737,13.14,15.36,12.62
38738,13.14,15.36,12.62
38739,13.14,15.36,12.62
38740,13.14,15.36,12.62
38741,13.14,15.36,12.62
38742,13.14,15.36,12.62
38743,13.14,15.36,12.62
38744,13.14,15.36,12.62
38745,13.14,15.36,12.62
38746,13.14,15.36,12.62
38747,13.14,15.36,12.62
38748,13.14,15.36,12.62
38749,13.14,15.36,12.62
38750,13.14,15.36,12.62
38751,13.14,15.36,12.62
38752,13.14,15.36,12.62
38753,13.14,15.36,12.62
38754,13.14,15.36,12.62
38755,13.14,15.36,12.62
38756,13.14,15.36,12.62
38757,13.14,15.36,12.62
38758,13.14,15.36,12.62
38759,13.14,15.36,12.62
38760,13.14,15.36,12.62
38761,13.14,15.36,12.62
38762,13.14,15.36,12.62
38763,13.14,15.36,12.62
38764,13.14,15.36,12.62
38765,13.14,15.36,12.62
38766,13.14,15.36,12.62
38767,13.14,15.36,12.62
38768,13.14,15.36,12.62
38769,13.14,15.36,12.62
38770,13.14,15.36,12.73
38771,13.14,15.36,12.73
38772,13.14,15.36,12.73
38773,13.14,15.36,12.73
38774,13.14,15.36,11.75
38775,13.14,15.36,11.75
38776,13.14,15.36,11.75
38777,13.14,15.36,11.75
38778,13.14,15.36,11.75
38779,13.14,15.36,11.75
38780,13.14,15.36,11.75
38781,13.14,15.36,11.75
38782,13.14,15.36,11.75
38783,13.14,15.36,11.75
38784,13.14,15.36,11.75
38785,13.14,15.36,11.75
38786,13.14,15.36,11.75
38787,13.14,15.36,11.75
38788,13.14,15.36,11.75
38789,13.14,15.36,11.75
38790,13.14,15.36,11.75
38791,13.14,15.36,11.75
38792,13.14,15.36,11.75
38793,13.14,15.36,11.75
38794,13.14,15.36,11.75
38795,13.14,15.36,11.75
38796,13.14,15.36,11.75
38797,13.14,15.36,11.75
38798,13.14,15.36,11.75
38799,13.14,15.36,11.75
38800,13.14,15.36,11.75
38801,13.14,15.36,11.75
38802,13.14,15.36,11.75
38803,13.14,15.36,11.75
38804,13.14,15.36,11.75
38805,13.14,15.36,11.75
38806,13.14,15.36,11.75
38807,13.14,15.36,11.75
38808,13.14,15.36,11.75
38809,13.14,15.36,11.75
38810,13.14,15.36,11.75
38811,13.14,15.36,11.75
38812,13.14,15.36,11.75
38813,13.14,15.36,11.75
38814,13.14,15.36,11.75
38815,13.14,15.36,11.75
38816,13.14,15.36,11.75
38817,13.14,15.36,11.75
38818,13.14,15.36,11.75
38819,13.14,15.36,11.75
38820,13.14,15.36,11.75
38821,13.14,15.36,11.75
38822,13.14,15.36,11.75
38823,13.14,15.36,11.75
38824,13.14,15.36,11.75
38825,13.14,15.36,11.75
38826,13.14,15.36,11.75
38827,13.14,15.36,11.75
38828,13.14,15.36,11.75
38829,13.14,15.36,11.75
38830,13.14,15.36,11.75
38831,13.14,15.36,11.75
38832,13.14,15.36,11.75
38833,13.14,15.36,11.75
38834,13.14,15.36,11.75
38835,13.14,15.36,11.75
38836,13.14,15.36,11.75
38837,13.14,15.36,11.75
38838,13.14,15.36,11.75
38839,13.14,15.36,11.75
38840,13.14,15.36,11.75
38841,13.14,15.36,11.75
38842,13.14,15.36,11.75
38843,13.14,15.36,11.75
38844,13.14,15.36,11.75
38845,13.14,15.36,11.75
38846,13.14,15.36,11.75
38847,13.14,15.36,11.75
38848,13.14,15.36,11.75
38849,13.14,15.36,11.75
38850,13.14,15.36,11.75
38851,13.14,15.36,11.75
38852,13.14,15.36,11.75
38853,13.14,15.36,11.75
38854,13.14,15.36,11.75
38855,13.14,15.36,11.75
38856,13.14,15.36,11.75
38857,13.14,15.36,11.75
38858,13.14,15.36,11.75
38859,13.14,15.36,11.75
38860,13.14,15.36,11.75
38861,13.14,15.36,11.75
38862,13.14,15.36,11.75
38863,13.14,15.36,11.75
38864,13.14,15.36,11.75
38865,13.14,15.36,11.75
38866,13.14,15.36,11.75
38867,13.14,15.36,11.75
38868,13.14,15.36,11.75
38869,13.14,15.36,11.75
38870,13.14,15.36,11.75
38871,13.14,15.36,11.75
38872,13.14,15.36,11.75
38873,13.14,15.36,11.75
38874,13.14,15.36,11.75
38875,13.14,15.36,11.75
38876,13.14,15.36,11.75
38877,13.14,15.36,11.75
38878,13.14,15.36,11.75
38879,13.14,15.36,11.75
38880,13.14,15.36,11.75
38881,13.14,15.36,11.75
38882,13.14,15.36,11.75
38883,13.14,15.36,11.75
38884,13.14,15.36,11.75
38885,13.14,15.36,11.75
38886,13.14,15.36,11.75
38887,13.14,15.36,11.75
38888,13.14,15.36,11.75
38889,13.14,15.36,11.75
38890,13.14,15.36,11.75
38891,13.14,15.36,11.75
38892,13.14,15.36,11.75
38893,13.14,15.36,11.75
38894,13.14,15.36,11.75
38895,13.14,15.36,11.75
38896,13.14,15.36,11.75
38897,13.14,15.36,11.75
38898,13.14,15.36,11.75
38899,13.14,15.36,11.75
38900,13.14,15.36,11.75
38901,13.14,15.36,11.75
38902,13.14,15.36,11.75
38903,13.14,15.36,11.75
38904,13.14,15.36,11.75
38905,13.14,15.36,11.75
38906,13.14,15.36,11.75
38907,13.14,15.36,11.75
38908,13.14,15.36,11.75
38909,13.14,15.36,11.75
38910,13.14,15.36,11.75
38911,13.14,15.36,11.75
38912,13.14,15.36,10.47
38913,13.14,15.36,10.47
38914,13.14,15.36,10.47
38915,13.14,15.36,10.47
38916,13.14,15.36,10.47
38917,13.14,15.36,10.47
38918,13.14,15.36,10.47
38919,13.14,15.36,10.47
38920,13.14,15.36,10.47
38921,13.14,15.36,10.47
38922,13.14,15.36,10.47
38923,13.14,15.36,10.47
38924,13.14,15.36,10.47
38925,13.14,15.36,10.47
38926,13.14,15.36,10.47
38927,13.14,15.36,10.47
38928,13.14,15.36,10.47
38929,13.14,15.36,10.47
38930,13.14,15.36,10.47
38931,13.14,15.36,10.47
38932,13.14,15.36,10.47
38933,13.14,15.36,10.47
38934,13.14,15.36,10.47
38935,13.14,15.36,10.47
38936,13.14,15.36,10.47
38937,13.14,15.36,10.47
38938,13.14,15.36,10.47
38939,13.14,15.36,10.47
38940,13.14,15.36,10.47
38941,13.14,15.36,10.47
38942,13.14,15.36,10.47
38943,13.14,15.36,10.47
38944,13.14,15.36,10.47
38945,13.14,15.36,10.47
38946,13.14,15.36,10.47
38947,13.14,15.36,10.47
38948,13.14,15.36,10.47
38949,13.14,15.36,10.47
38950,13.14,15.36,10.47
38951,13.14,15.36,10.47
38952,13.14,15.36,10.47
38953,13.14,15.36,10.47
38954,13.14,15.36,10.47
38955,13.14,15.36,10.47
38956,13.14,15.36,10.47
38957,13.14,15.36,10.47
38958,13.14,15.36,10.47
38959,13.14,15.36,10.47
38960,13.14,15.36,10.47
38961,13.14,15.36,10.47
38962,13.14,15.36,10.47
38963,13.14,15.36,10.47
38964,13.14,15.36,10.47
38965,13.14,15.36,10.47
38966,13.14,15.36,10.47
38967,13.14,15.36,10.47
38968,13.14,15.36,10.47
38969,13.14,15.36,10.47
38970,13.14,15.36,10.47
38971,13.14,15.36,10.47
38972,13.14,15.36,10.47
38973,13.14,15.36,10.47
38974,13.14,15.36,10.47
38975,13.14,15.36,10.47
38976,13.14,15.36,10.47
38977,13.14,15.36,10.47
38978,13.14,15.36,10.47
38979,13.14,15.36,10.47
38980,13.14,15.36,10.47
38981,13.14,15.36,10.47
38982,13.14,15.36,10.47
38983,13.14,15.36,10.47
38984,13.14,15.36,10.47
38985,13.14,15.36,10.47
38986,13.14,15.36,10.47
38987,13.14,15.36,10.47
38988,13.14,15.36,10.47
38989,13.14,15.36,10.47
38990,13.14,15.36,10.47
38991,13.14,15.36,10.47
38992,13.14,15.36,10.47
38993,13.14,15.36,10.47
38994,13.14,15.36,10.47
38995,13.14,15.36,10.47
38996,13.14,15.36,10.47
38997,13.14,15.36,10.47
38998,13.14,15.36,10.47
38999,13.14,15.36,10.47
39000,13.14,15.36,10.47
39001,13.14,15.36,10.47
39002,13.14,15.36,10.47
39003,13.14,15.36,10.47
39004,13.14,15.36,10.47
39005,13.14,15.36,10.47
39006,13.14,15.36,10.47
39007,13.14,15.36,10.47
39008,13.14,15.36,10.47
39009,13.14,15.36,10.47
39010,13.14,15.36,10.47
39011,13.14,15.36,10.47
39012,13.14,15.36,10.47
39013,13.14,15.36,10.47
39014,13.14,15.36,10.47
39015,13.14,15.36,10.47
39016,13.14,15.36,10.47
39017,13.14,15.36,10.47
39018,13.14,15.36,10.47
39019,13.14,15.36,10.47
39020,13.14,15.36,10.47
39021,13.14,15.36,10.47
39022,13.14,15.36,10.47
39023,13.14,15.36,10.47
39024,13.14,15.36,10.47
39025,13.14,15.36,10.47
39026,13.14,15.36,10.47
39027,13.14,15.36,10.47
39028,13.14,15.36,10.47
39029,13.14,15.36,10.47
39030,13.14,15.36,10.47
39031,13.14,15.36,10.47
39032,13.14,15.36,10.47
39033,13.14,15.36,10.47
39034,13.14,15.36,10.47
39035,13.14,15.36,10.47
39036,13.14,15.36,10.47
39037,13.14,15.36,10.47
39038,13.14,15.36,10.47
39039,13.14,15.36,10.47
39040,13.14,15.36,10.47
39041,13.14,15.36,10.47
39042,13.14,15.36,10.47
39043,13.14,15.36,10.47
39044,13.14,15.36,10.47
39045,13.14,15.36,10.47
39046,13.14,15.36,10.47
39047,13.14,15.36,10.47
39048,13.14,15.36,10.47
39049,13.14,15.36,10.47
39050,13.14,15.36,10.47
39051,13.14,15.36,10.47
39052,13.14,15.36,10.47
39053,13.14,15.36,10.47
39054,13.14,15.36,10.47
39055,13.14,15.36,10.47
39056,13.14,15.36,10.47
39057,13.14,15.36,10.47
39058,13.14,15.36,10.47
39059,13.14,15.36,10.47
39060,13.14,15.36,10.47
39061,13.14,15.36,10.47
39062,13.14,15.36,10.47
39063,13.14,15.36,10.47
39064,13.14,15.36,10.47
39065,13.14,15.36,10.47
39066,13.14,15.36,10.47
39067,13.14,15.36,10.47
39068,13.14,15.36,10.47
39069,13.14,15.36,10.47
39070,13.14,15.36,10.47
39071,13.14,15.36,10.47
39072,13.14,15.36,10.47
39073,13.14,15.36,10.47
39074,13.14,15.36,10.47
39075,13.14,15.36,10.47
39076,13.14,15.36,10.47
39077,13.14,15.36,10.47
39078,13.14,15.36,10.47
39079,13.14,15.36,10.47
39080,13.14,15.36,10.47
39081,13.14,15.36,10.47
39082,13.14,15.36,10.47
39083,13.14,15.36,10.47
39084,13.14,15.36,10.47
39085,13.14,15.36,10.47
39086,13.14,15.36,10.47
39087,13.14,15.36,10.47
39088,13.14,15.36,10.47
39089,13.14,15.36,10.47
39090,13.14,15.36,10.47
39091,13.14,15.36,10.47
39092,13.14,15.36,10.47
39093,13.14,15.36,10.47
39094,13.14,15.36,10.47
39095,13.14,15.36,10.47
39096,13.14,15.36,10.47
39097,13.14,15.36,10.47
39098,13.14,15.36,10.47
39099,13.14,15.36,10.47
39100,13.14,15.36,10.47
39101,13.14,15.36,10.47
39102,13.14,15.36,10.47
39103,13.14,15.36,10.47
39104,13.14,15.36,10.47
39105,13.14,15.36,10.47
39106,13.14,15.36,10.47
39107,13.14,15.36,10.47
39108,13.14,15.36,10.47
39109,13.14,15.36,10.47
39110,13.14,15.36,10.47
39111,13.14,15.36,10.47
39112,13.14,15.36,10.47
39113,13.14,15.36,10.47
39114,13.14,15.36,10.47
39115,13.14,15.36,10.47
39116,13.14,15.36,10.47
39117,13.14,15.36,10.47
39118,13.14,17.04,10.47
39119,13.14,17.04,10.47
39120,13.14,17.04,10.47
39121,13.14,17.04,10.47
39122,13.14,16.56,10.47
39123,13.14,16.56,10.47
39124,13.14,16.56,10.47
39125,13.14,16.56,10.47
39126,13.14,16.56,10.47
39127,13.14,16.56,10.47
39128,13.14,16.56,10.47
39129,13.14,16.56,10.47
39130,13.14,16.56,10.47
39131,13.14,16.56,10.47
39132,13.14,16.56,10.47
39133,13.14,16.56,10.47
39134,13.14,16.56,10.47
39135,13.14,16.56,10.47
39136,13.14,16.56,10.47
39137,13.14,16.56,10.47
39138,13.14,16.56,10.47
39139,13.14,16.56,10.47
39140,13.14,16.56,10.47
39141,13.14,16.56,10.47
39142,13.14,16.56,10.47
39143,13.14,16.56,10.47
39144,13.14,16.56,10.47
39145,13.14,16.56,10.47
39146,13.14,16.56,10.47
39147,13.14,16.56,10.47
39148,13.14,16.56,10.47
39149,13.14,16.56,10.47
39150,13.14,16.56,10.47
39151,13.14,16.56,10.47
39152,13.14,16.56,10.47
39153,13.14,16.56,10.47
39154,13.14,16.56,10.47
39155,13.14,16.56,10.47
39156,13.14,16.56,10.47
39157,13.14,16.56,10.47
39158,13.14,16.56,10.47
39159,13.14,16.56,10.47
39160,13.14,16.56,10.47
39161,13.14,16.56,10.47
39162,13.14,16.56,10.47
39163,13.14,16.56,10.47
39164,13.14,16.56,10.47
39165,13.14,16.56,14.79
39166,13.14,16.56,14.79
39167,13.14,16.56,14.79
39168,13.14,16.56,14.79
39169,13.14,16.56,14.79
39170,13.14,16.56,14.79
39171,13.14,16.56,14.79
39172,13.14,16.56,14.79
39173,13.14,16.56,14.79
39174,13.14,16.56,14.79
39175,13.14,16.56,14.79
39176,13.14,16.56,14.79
39177,13.14,16.56,14.79
39178,13.14,16.56,14.79
39179,13.14,16.56,14.79
39180,13.14,16.56,14.79
39181,13.14,16.56,14.79
39182,13.14,16.56,14.79
39183,13.14,16.56,14.79
39184,13.14,16.56,14.79
39185,13.14,16.56,14.79
39186,13.14,16.56,14.79
39187,13.14,16.56,14.79
39188,13.14,16.56,14.79
39189,13.14,16.56,14.79
39190,13.14,16.56,14.79
39191,13.14,16.56,14.79
39192,13.14,16.56,14.79
39193,13.14,16.56,14.79
39194,13.14,16.56,14.79
39195,13.14,16.56,14.79
39196,13.14,16.56,14.79
39197,13.14,16.56,14.79
39198,13.14,16.56,14.79
39199,13.14,16.56,14.79
39200,13.14,16.56,14.79
39201,13.14,16.56,14.79
39202,13.14,16.56,14.79
39203,13.14,16.56,14.79
39204,13.14,16.56,14.79
39205,13.14,16.56,14.79
39206,13.14,16.56,14.79
39207,13.14,16.56,14.79
39208,13.14,16.56,14.79
39209,13.14,16.56,14.79
39210,13.14,16.56,14.79
39211,13.14,16.56,14.79
39212,13.14,16.56,14.79
39213,13.14,16.56,14.79
39214,13.14,16.56,14.79
39215,13.14,16.56,14.79
39216,13.14,16.56,14.79
39217,13.14,16.56,14.79
39218,13.14,16.56,14.79
39219,13.14,16.56,14.79
39220,13.14,16.56,14.79
39221,13.14,16.56,14.79
39222,13.14,16.56,14.79
39223,13.14,16.56,14.79
39224,13.14,16.56,14.79
39225,13.14,16.56,14.79
39226,13.14,16.56,14.79
39227,13.14,16.56,14.79
39228,13.14,16.56,14.79
39229,13.14,16.56,14.79
39230,13.14,16.56,14.79
39231,13.14,16.56,14.79
39232,13.14,16.56,14.79
39233,13.14,16.56,14.79
39234,13.14,16.56,14.79
39235,13.14,16.56,14.79
39236,13.14,16.56,14.79
39237,13.14,16.56,14.79
39238,13.14,16.56,14.79
39239,13.14,16.56,14.79
39240,13.14,16.56,14.79
39241,13.14,16.56,14.79
39242,13.14,16.56,14.79
39243,13.14,16.56,14.79
39244,13.14,16.56,14.79
39245,13.14,16.56,14.79
39246,13.14,16.56,14.79
39247,13.14,16.56,14.79
39248,13.14,16.56,14.79
39249,13.14,16.56,14.79
39250,13.14,16.56,14.79
39251,13.14,16.56,14.79
39252,13.14,16.56,14.79
39253,13.14,16.56,14.79
39254,13.14,16.56,14.79
39255,13.14,16.56,14.79
39256,13.14,16.56,14.79
39257,13.14,16.56,14.79
39258,13.14,16.56,14.79
39259,13.14,16.56,14.79
39260,13.14,16.56,14.79
39261,13.14,16.56,14.79
39262,13.14,16.56,14.79
39263,13.14,16.56,14.79
39264,13.14,16.56,14.79
39265,13.14,16.56,14.79
39266,13.14,16.56,14.79
39267,13.14,16.56,14.79
39268,13.14,16.56,14.79
39269,13.14,16.56,14.79
39270,13.14,16.56,14.79
39271,13.14,16.56,14.79
39272,13.14,16.56,14.79
39273,13.14,16.56,14.79
39274,13.14,16.56,14.79
39275,13.14,16.56,14.79
39276,13.14,16.56,14.79
39277,13.14,16.56,14.79
39278,13.14,16.56,14.79
39279,13.14,16.56,14.79
39280,13.14,16.56,14.79
39281,13.14,16.56,14.79
39282,13.14,16.76,14.79
39283,13.14,16.76,14.79
39284,13.14,16.76,14.79
39285,13.14,17.86,14.79
39286,13.14,17.86,14.79
39287,13.14,17.86,14.79
39288,13.14,17.86,14.79
