time,lane_exit_A,lane_exit_D
41219,16.68,16.06
41220,16.68,16.06
41221,16.68,16.06
41222,16.68,16.06
41223,16.68,16.06
41224,16.68,16.06
41225,16.68,16.06
41226,16.68,16.06
41227,16.68,16.06
41228,16.68,16.06
41229,16.68,16.06
41230,16.68,16.06
41231,16.68,16.06
41232,16.68,16.06
41233,16.68,16.06
41234,16.68,16.06
41235,16.68,16.06
41236,16.68,16.06
41237,16.68,16.06
41238,16.68,16.06
41239,16.68,16.06
41240,16.68,16.06
41241,16.68,16.06
41242,16.68,16.06
41243,16.68,16.06
41244,16.68,16.06
41245,16.68,16.06
41246,16.68,16.06
41247,16.68,16.06
41248,16.68,16.06
41249,16.68,16.06
41250,16.68,16.06
41251,16.68,16.06
41252,16.68,16.06
41253,16.68,16.06
41254,16.68,16.06
41255,16.68,16.06
41256,16.68,16.06
41257,16.68,16.06
41258,16.68,16.06
41259,16.68,16.06
41260,16.68,16.06
41261,16.68,16.06
41262,16.68,16.06
41263,16.68,16.06
41264,16.68,16.06
41265,16.68,16.06
41266,16.68,16.06
41267,16.68,16.06
41268,16.68,16.06
41269,16.68,16.06
41270,16.68,16.06
41271,16.68,16.06
41272,16.68,16.06
41273,16.68,16.06
41274,16.68,16.06
41275,16.68,16.06
41276,16.68,16.06
41277,16.68,16.06
41278,16.68,16.06
41279,16.68,16.06
41280,16.68,16.06
41281,16.68,16.06
41282,16.68,16.06
41283,16.68,16.06
41284,16.68,16.06
41285,16.68,16.06
41286,16.68,16.06
41287,16.68,16.06
41288,16.68,16.06
41289,16.68,16.06
41290,16.68,16.06
41291,16.68,16.06
41292,16.68,16.06
41293,16.68,16.06
41294,16.68,16.06
41295,16.68,16.06
41296,16.68,16.06
41297,16.68,16.06
41298,16.68,16.06
41299,16.68,16.06
41300,16.68,16.06
41301,16.68,16.06
41302,16.68,16.06
41303,16.68,16.06
41304,16.68,16.06
41305,16.68,16.06
41306,16.68,16.06
41307,16.68,16.06
41308,16.68,16.06
41309,16.68,16.06
41310,16.68,16.06
41311,16.68,16.06
41312,16.68,16.06
41313,16.68,16.06
41314,16.68,16.06
41315,16.68,16.06
41316,16.68,16.06
41317,16.68,16.06
41318,16.68,16.06
41319,16.68,16.06
41320,16.68,16.06
41321,16.68,16.06
41322,16.68,16.06
41323,16.68,16.06
41324,16.68,16.06
41325,16.68,16.06
41326,16.68,16.06
41327,16.68,16.06
41328,16.68,16.06
41329,16.68,16.06
41330,16.68,16.06
41331,16.68,16.06
41332,16.68,16.06
41333,16.68,16.06
41334,16.68,16.06
41335,16.68,16.06
41336,16.68,16.06
41337,16.68,16.06
41338,16.68,16.06
41339,16.68,16.06
41340,16.68,16.06
41341,16.68,16.06
41342,16.68,16.06
41343,16.68,16.06
41344,16.68,16.06
41345,16.68,16.06
41346,16.68,16.06
41347,16.68,16.06
41348,16.68,16.06
41349,16.68,16.06
41350,16.68,16.06
41351,16.68,16.06
41352,16.68,16.06
41353,16.68,16.06
41354,16.68,16.06
41355,16.68,16.06
41356,16.68,16.06
41357,16.68,16.06
41358,16.68,16.06
41359,16.68,16.06
41360,16.68,16.06
41361,16.68,16.06
41362,16.68,16.06
41363,16.68,16.06
41364,16.68,16.06
41365,16.68,16.06
41366,16.68,16.06
41367,16.68,16.06
41368,16.68,16.06
41369,16.68,16.06
41370,16.68,16.06
41371,16.68,16.06
41372,16.68,16.06
41373,16.68,16.06
41374,16.68,16.06
41375,16.68,16.06
41376,16.68,16.06
41377,16.68,16.06
41378,16.68,16.06
41379,16.68,16.06
41380,16.68,16.06
41381,16.68,16.06
41382,16.68,16.06
41383,16.68,16.06
41384,16.68,16.06
41385,16.68,16.06
41386,16.68,16.06
41387,16.68,16.06
41388,16.68,16.06
41389,16.68,16.06
41390,16.68,16.06
41391,16.68,16.06
41392,16.68,16.06
41393,16.68,16.06
41394,16.68,16.06
41395,16.68,16.06
41396,16.68,16.06
41397,16.68,16.06
41398,16.68,16.06
41399,16.68,16.06
41400,16.68,16.06
41401,16.68,16.06
41402,16.68,16.06
41403,16.68,16.06
41404,16.68,16.06
41405,16.68,16.06
41406,16.68,16.06
41407,16.68,16.06
41408,16.68,16.06
41409,16.68,16.06
41410,16.68,16.06
41411,16.68,16.06
41412,16.68,16.06
41413,16.68,16.06
41414,16.68,16.06
41415,16.68,16.06
41416,16.68,16.06
41417,16.68,16.06
41418,16.68,16.06
41419,16.68,16.06
41420,16.68,16.06
41421,16.68,16.06
41422,16.68,16.06
41423,16.68,16.06
41424,16.68,16.06
41425,16.68,16.06
41426,16.68,16.06
41427,16.68,16.06
41428,16.68,16.06
41429,16.68,16.06
41430,16.68,16.06
41431,16.68,16.06
41432,16.68,16.06
41433,16.68,16.06
41434,12.92,16.06
41435,12.92,16.06
41436,12.92,16.06
41437,12.92,16.06
41438,12.92,16.06
41439,12.61,16.06
41440,12.61,16.06
41441,12.61,16.06
41442,12.61,16.06
41443,12.61,16.06
41444,12.61,16.06
41445,12.61,16.06
41446,12.61,16.06
41447,12.61,16.06
41448,12.61,16.06
41449,12.61,16.06
41450,12.61,16.06
41451,12.61,16.06
41452,12.61,16.06
41453,12.61,16.06
41454,12.61,16.06
41455,12.61,16.06
41456,12.61,16.06
41457,12.61,16.06
41458,12.61,16.06
41459,12.61,16.06
41460,12.61,16.06
41461,12.61,16.06
41462,12.61,16.06
41463,12.61,16.06
41464,12.61,16.06
41465,12.61,16.06
41466,12.61,16.06
41467,12.61,16.06
41468,12.61,16.06
41469,12.61,16.06
41470,12.61,16.06
41471,12.61,16.06
41472,12.61,16.06
41473,12.61,16.06
41474,12.61,16.06
41475,12.61,16.06
41476,12.61,16.06
41477,12.61,16.06
41478,12.61,16.06
41479,12.61,16.06
41480,12.61,16.06
41481,12.61,16.48
41482,12.61,16.48
41483,12.61,16.48
41484,12.61,15.95
41485,12.61,15.95
41486,12.61,15.95
41487,12.61,15.95
41488,12.61,15.95
41489,12.61,15.95
41490,12.61,17.04
41491,12.61,17.04
41492,12.61,17.04
41493,12.61,17.04
41494,12.61,17.04
41495,12.61,17.04
41496,12.61,17.04
41497,12.61,17.04
41498,12.61,17.04
41499,12.61,17.04
41500,12.61,17.04
41501,12.61,17.04
41502,12.61,17.04
41503,12.61,17.04
41504,12.61,17.04
41505,12.61,17.04
41506,12.61,17.04
41507,12.61,17.04
41508,12.61,17.04
41509,12.61,17.04
41510,12.61,17.04
41511,12.61,17.04
41512,12.61,17.04
41513,12.61,17.04
41514,12.61,17.04
41515,12.61,17.04
41516,12.61,17.04
41517,12.61,17.04
41518,12.61,17.04
41519,12.61,17.04
41520,12.61,17.04
41521,12.61,17.04
41522,12.61,17.04
41523,12.61,17.04
41524,12.61,17.04
41525,12.61,17.04
41526,12.61,17.04
41527,12.61,17.04
41528,12.61,17.04
41529,12.61,17.04
41530,12.61,17.04
41531,12.61,17.04
41532,12.61,17.04
41533,12.61,17.04
41534,12.61,17.04
41535,12.61,17.04
41536,12.61,17.04
41537,12.61,17.04
41538,12.61,17.04
41539,12.61,17.04
41540,12.61,17.04
41541,12.61,17.04
41542,12.61,17.04
41543,12.61,17.04
41544,12.61,17.04
41545,12.61,17.04
41546,12.61,17.04
41547,12.61,17.04
41548,12.61,17.04
41549,12.61,17.04
41550,12.61,17.04
41551,12.61,17.04
41552,12.61,17.04
41553,12.61,17.04
41554,12.61,17.04
41555,12.61,17.04
41556,12.61,17.04
41557,12.61,17.04
41558,12.61,17.04
41559,12.61,17.04
41560,12.61,17.04
41561,12.61,17.04
41562,12.61,17.04
41563,12.61,17.04
41564,12.61,17.04
41565,12.61,17.04
41566,12.61,17.04
41567,12.61,17.04
41568,12.61,17.04
41569,12.61,17.04
41570,12.61,17.04
41571,12.61,17.04
41572,12.61,17.04
41573,12.61,17.04
41574,12.61,17.04
41575,12.61,17.04
41576,12.61,17.04
41577,12.61,17.04
41578,12.61,17.04
41579,12.61,17.04
41580,12.61,17.04
41581,12.61,17.04
41582,12.61,17.04
41583,12.61,17.04
41584,12.61,17.04
41585,12.61,17.04
41586,12.61,17.04
41587,12.61,17.04
41588,12.61,17.04
41589,12.61,17.04
41590,12.61,17.04
41591,12.61,17.04
41592,12.61,17.04
41593,12.61,17.04
41594,12.61,17.04
41595,12.61,17.04
41596,12.61,17.04
41597,12.61,17.04
41598,12.61,17.04
41599,12.61,17.04
41600,12.61,17.04
41601,12.61,17.04
41602,12.61,17.04
41603,12.61,17.04
41604,12.61,17.04
41605,12.61,17.04
41606,12.61,17.04
41607,12.61,17.04
41608,12.61,17.04
41609,12.61,17.04
41610,12.61,17.04
41611,12.61,17.04
41612,12.61,17.04
41613,12.61,17.04
41614,12.61,17.04
41615,12.61,17.04
41616,12.61,17.04
41617,12.61,17.04
41618,12.61,17.04
41619,12.61,17.04
41620,12.61,17.04
41621,12.61,17.04
41622,12.61,17.04
41623,12.61,17.04
41624,12.61,17.04
41625,12.61,17.04
41626,12.61,17.04
41627,12.61,17.04
41628,12.61,17.04
41629,12.61,17.04
41630,12.61,17.04
41631,12.61,17.04
41632,12.61,17.04
41633,12.61,17.04
41634,12.61,17.04
41635,12.61,17.04
41636,12.61,17.04
41637,12.61,17.04
41638,12.61,17.04
41639,12.61,17.04
41640,12.61,17.04
41641,12.61,17.04
41642,12.61,17.04
41643,12.61,17.04
41644,12.61,17.04
41645,12.61,17.04
41646,12.61,17.04
41647,12.61,17.04
41648,12.61,17.04
41649,12.61,17.04
41650,12.61,17.04
41651,12.61,17.04
41652,12.61,17.04
41653,12.61,17.04
41654,12.61,17.04
41655,12.61,17.04
41656,12.61,17.04
41657,12.61,17.04
41658,12.61,17.04
41659,12.61,17.04
41660,12.61,17.04
41661,12.61,17.04
41662,12.61,17.04
41663,12.61,17.04
41664,12.61,17.04
41665,12.61,17.04
41666,12.61,17.04
41667,12.61,17.04
41668,12.61,17.04
41669,12.61,17.04
41670,12.61,17.04
41671,12.61,17.04
41672,12.61,17.04
41673,12.61,17.04
41674,12.61,17.04
41675,12.61,17.04
41676,12.61,17.04
41677,12.61,17.04
41678,12.61,17.04
41679,12.61,17.04
41680,12.61,17.04
41681,12.61,17.04
41682,12.61,17.04
41683,12.61,17.04
41684,12.61,17.04
41685,14.4,17.04
41686,14.4,17.04
41687,14.4,17.04
41688,14.4,17.04
41689,14.4,17.04
41690,14.4,17.04
41691,14.4,17.04
41692,14.4,17.04
41693,14.4,17.04
41694,14.4,17.04
41695,14.4,17.04
41696,14.4,17.04
41697,14.4,17.04
41698,14.4,17.04
41699,14.4,17.04
41700,14.4,17.04
41701,14.4,17.04
41702,14.4,17.04
41703,14.4,16.4
41704,14.4,16.4
41705,14.4,16.4
41706,14.4,15.16
41707,14.4,15.16
41708,14.4,15.16
41709,14.4,15.16
41710,14.4,15.16
41711,14.4,16.35
41712,14.4,16.35
41713,14.4,16.35
41714,14.4,16.35
41715,14.4,17.15
41716,14.4,17.15
41717,14.4,17.15
41718,14.4,17.15
41719,14.4,16.21
41720,14.4,16.21
41721,14.4,16.21
41722,14.4,16.21
41723,14.4,16.21
41724,14.4,16.55
41725,14.4,16.55
41726,14.4,16.55
41727,14.4,16.55
41728,14.4,16.55
41729,14.4,16.55
41730,14.4,16.55
41731,13.24,16.55
41732,13.24,16.55
41733,13.24,16.55
41734,13.24,16.55
41735,13.24,16.55
41736,13.24,16.55
41737,13.24,16.55
41738,13.24,16.55
41739,13.24,16.55
41740,13.24,16.55
41741,13.24,16.55
41742,13.24,16.55
41743,13.24,16.55
41744,13.24,16.55
41745,13.24,16.55
41746,13.24,16.55
41747,13.24,16.55
41748,13.24,16.55
41749,13.24,16.55
41750,13.24,16.55
41751,13.24,16.55
41752,13.24,16.55
41753,13.24,16.55
41754,13.24,16.55
41755,13.24,16.55
41756,13.24,16.55
41757,13.24,16.71
41758,13.24,16.71
41759,13.24,16.71
41760,13.24,16.71
41761,13.24,15.52
41762,13.24,15.52
41763,13.24,15.52
41764,13.24,15.52
41765,13.24,16.8
41766,13.24,16.8
41767,13.24,16.8
41768,13.24,16.8
41769,13.24,16.8
41770,13.24,16.02
41771,13.24,16.02
41772,13.24,16.02
41773,13.24,16.02
41774,13.24,16.02
41775,13.24,16.02
41776,13.24,16.02
41777,13.24,16.02
41778,13.24,16.02
41779,13.24,16.02
41780,13.24,16.02
41781,13.24,16.02
41782,13.24,16.02
41783,13.24,16.02
41784,13.24,16.02
41785,13.24,16.02
41786,13.24,16.02
41787,13.24,16.02
41788,13.24,16.02
41789,13.24,16.02
41790,13.24,16.02
41791,13.24,16.02
41792,13.24,16.02
41793,13.24,16.02
41794,13.24,16.02
41795,13.24,16.02
41796,13.24,16.02
41797,13.24,16.02
41798,13.24,16.02
41799,13.24,16.02
41800,13.24,16.02
41801,13.24,16.02
41802,13.24,16.02
41803,13.24,16.02
41804,13.24,16.02
41805,13.24,16.02
41806,13.24,16.02
41807,13.24,16.02
41808,13.24,16.02
41809,13.24,16.02
41810,13.24,16.02
41811,13.24,16.02
41812,13.24,16.02
41813,13.24,16.02
41814,13.24,16.02
41815,13.24,16.02
41816,13.24,16.02
41817,13.24,16.02
41818,13.24,16.02
41819,13.24,16.02
41820,13.84,16.02
41821,13.84,16.02
41822,13.84,16.02
41823,13.84,16.02
41824,13.84,16.02
41825,13.84,16.02
41826,13.84,16.02
41827,13.84,16.02
41828,13.84,16.02
41829,13.84,16.02
41830,13.84,16.02
41831,13.84,16.02
41832,13.84,16.02
41833,13.84,16.02
41834,13.84,16.02
41835,13.84,16.02
41836,13.84,16.02
41837,13.84,16.02
41838,13.84,16.02
41839,13.84,16.02
41840,13.84,16.02
41841,13.84,16.02
41842,13.84,16.02
41843,13.84,16.02
41844,13.84,16.02
41845,13.84,16.02
41846,13.84,16.02
41847,13.84,16.02
41848,13.84,16.02
41849,13.84,16.02
41850,13.84,16.02
41851,13.84,16.02
41852,13.84,16.02
41853,13.84,16.02
41854,13.84,16.02
41855,13.84,16.02
41856,13.84,16.02
41857,13.84,16.02
41858,13.84,16.02
41859,13.84,16.02
41860,13.84,16.02
41861,13.84,16.02
41862,13.84,16.02
41863,13.84,16.02
41864,13.84,16.02
41865,13.84,16.02
41866,13.84,16.02
41867,13.84,16.02
41868,13.84,16.02
41869,13.84,16.02
41870,13.84,16.02
41871,13.84,16.02
41872,13.84,16.02
41873,13.84,16.02
41874,13.84,16.02
41875,13.84,16.02
41876,13.84,16.02
41877,13.84,16.02
41878,13.84,16.02
41879,13.84,16.02
41880,13.84,16.02
41881,13.84,16.02
41882,13.84,16.02
41883,13.84,16.02
41884,13.84,16.02
41885,13.84,16.02
41886,13.84,16.02
41887,13.84,16.02
41888,13.84,16.02
41889,13.84,16.02
41890,13.84,16.02
41891,13.84,16.02
41892,13.84,16.02
41893,13.84,16.02
41894,13.84,16.02
41895,14.36,16.02
41896,14.36,16.02
41897,14.36,16.02
41898,14.36,16.02
41899,14.36,16.02
41900,14.36,16.02
41901,14.36,16.02
41902,14.36,16.02
41903,14.36,16.02
41904,14.36,16.02
41905,14.36,16.02
41906,14.36,16.02
41907,14.36,16.02
41908,14.36,16.02
41909,14.36,16.02
41910,14.36,16.02
41911,14.36,16.02
41912,14.36,16.02
41913,14.36,16.02
41914,14.36,16.02
41915,14.36,16.02
41916,14.36,16.02
41917,14.36,16.02
41918,14.36,16.02
41919,14.36,16.02
41920,14.36,16.02
41921,14.36,16.02
41922,14.36,16.02
41923,14.36,16.02
41924,14.02,16.02
41925,14.02,16.02
41926,14.02,16.02
41927,14.02,16.02
41928,14.02,16.02
41929,14.02,16.02
41930,14.02,16.02
41931,14.02,16.02
41932,14.02,16.02
41933,14.02,16.02
41934,14.02,16.02
41935,14.02,16.02
41936,14.02,16.02
41937,14.02,16.02
41938,14.02,16.02
41939,14.02,16.02
41940,14.02,16.02
41941,14.02,16.02
41942,14.02,16.02
41943,14.02,16.02
41944,14.02,16.02
41945,14.02,16.02
41946,14.02,16.02
41947,14.02,16.02
41948,14.02,16.02
41949,14.02,16.02
41950,14.02,16.02
41951,14.02,16.02
41952,14.02,16.02
41953,14.02,16.02
41954,14.02,16.02
41955,14.02,16.02
41956,14.02,16.02
41957,14.02,16.02
41958,14.02,16.02
41959,14.02,16.02
41960,14.02,16.02
41961,14.02,16.02
41962,14.02,16.02
41963,14.02,16.02
41964,14.02,16.02
41965,14.02,16.02
41966,14.02,16.02
41967,14.02,16.02
41968,14.02,16.02
41969,14.02,16.02
41970,14.02,16.02
41971,14.02,16.02
41972,14.02,16.02
41973,14.02,16.02
41974,14.02,16.02
41975,14.02,16.02
41976,14.02,16.02
41977,14.02,16.02
41978,14.02,16.02
41979,14.02,16.02
41980,14.02,16.02
41981,14.02,16.02
41982,14.02,16.02
41983,14.02,16.02
41984,14.02,16.02
41985,14.02,16.02
41986,14.02,16.02
41987,14.02,16.02
41988,14.02,16.02
41989,14.02,16.02
41990,14.02,16.02
41991,14.02,16.02
41992,14.02,16.02
41993,14.02,16.02
41994,14.02,16.02
41995,14.02,16.02
41996,14.02,16.02
41997,14.02,16.02
41998,14.02,16.02
41999,14.02,16.02
42000,14.02,16.02
42001,14.02,16.02
42002,14.02,16.02
42003,14.02,16.02
42004,14.02,16.02
42005,14.02,16.02
42006,14.02,16.02
42007,14.02,16.02
42008,14.02,16.02
42009,14.02,16.02
42010,14.02,16.02
42011,14.02,16.02
42012,14.02,16.02
42013,14.02,16.02
42014,14.02,16.02
42015,14.02,16.02
42016,14.02,16.02
42017,14.02,16.02
42018,14.02,16.02
42019,14.02,16.02
42020,14.02,16.02
42021,14.02,16.02
42022,14.02,16.02
42023,14.02,16.02
42024,14.02,16.02
42025,14.02,16.02
42026,14.02,16.02
42027,14.02,16.02
42028,14.02,16.02
42029,14.02,16.02
42030,14.02,16.02
42031,14.02,16.02
42032,14.02,16.02
42033,14.02,16.02
42034,14.02,16.02
42035,14.02,16.64
42036,14.02,16.64
42037,14.02,16.64
42038,14.02,15.72
42039,14.02,15.72
42040,14.02,15.72
42041,14.02,16.15
42042,14.02,16.15
42043,14.02,16.15
42044,14.02,15.86
42045,14.02,15.86
42046,14.02,15.86
42047,14.02,15.86
42048,14.02,15.86
42049,14.02,16.27
42050,14.02,16.27
42051,14.02,16.27
42052,14.02,16.27
42053,14.02,16.97
42054,14.02,16.97
42055,14.02,16.97
42056,14.02,16.97
42057,14.02,15.77
42058,14.02,15.77
42059,14.02,15.77
42060,14.02,15.77
42061,14.02,16.16
42062,14.02,16.16
42063,14.02,16.16
42064,14.02,16.16
42065,14.02,16.16
42066,14.02,16.16
42067,14.02,16.16
42068,14.02,16.16
42069,14.02,16.16
42070,14.02,16.16
42071,14.02,16.16
42072,14.02,16.16
42073,14.02,16.16
42074,14.02,16.16
42075,14.02,16.16
42076,14.02,16.16
42077,14.02,16.16
42078,14.02,16.16
42079,14.02,16.16
42080,14.02,16.16
42081,14.02,16.16
42082,14.02,16.16
42083,14.02,16.16
42084,14.02,16.16
42085,14.02,16.16
42086,14.02,16.16
42087,14.02,16.16
42088,14.02,16.16
42089,14.02,16.16
42090,14.02,16.16
42091,14.02,16.16
42092,14.02,16.16
42093,14.02,16.16
42094,14.02,16.16
42095,14.02,16.16
42096,14.02,16.16
42097,14.02,16.16
42098,14.02,16.16
42099,14.02,16.16
42100,14.02,16.16
42101,14.02,16.16
42102,14.02,16.16
42103,14.02,16.16
42104,14.02,16.16
42105,14.02,16.16
42106,14.02,16.16
42107,14.02,16.16
42108,14.02,16.16
42109,14.02,16.16
42110,14.02,16.16
42111,14.02,16.16
42112,14.02,16.16
42113,14.02,16.16
42114,14.02,16.16
42115,14.02,16.16
42116,14.02,16.16
42117,14.02,16.16
42118,14.02,16.16
42119,14.02,16.16
42120,14.02,16.16
42121,14.02,16.16
42122,14.02,16.16
42123,14.02,16.16
42124,14.02,16.16
42125,14.02,16.16
42126,14.02,16.16
42127,14.02,16.16
42128,14.02,16.16
42129,14.02,16.16
42130,14.02,16.16
42131,14.02,16.16
42132,14.02,16.16
42133,14.02,16.16
42134,14.02,16.16
42135,14.02,16.16
42136,14.02,16.16
42137,14.02,16.16
42138,14.02,16.16
42139,14.02,16.16
42140,14.02,16.16
42141,14.02,16.16
42142,14.02,16.16
42143,14.02,16.16
42144,14.02,16.16
42145,14.02,16.16
42146,14.02,16.16
42147,14.02,16.16
42148,14.02,16.16
42149,14.02,16.16
42150,14.02,16.16
42151,14.02,16.16
42152,14.02,16.16
42153,14.02,16.16
42154,14.02,16.16
42155,14.02,16.16
42156,14.02,16.16
42157,14.02,16.16
42158,14.02,16.16
42159,14.02,16.16
42160,14.02,16.16
42161,14.02,16.16
42162,14.02,16.16
42163,14.02,16.16
42164,14.02,16.16
42165,14.02,16.16
42166,14.02,16.16
42167,14.02,16.16
42168,14.02,16.16
42169,14.02,16.16
42170,14.02,16.16
42171,14.02,16.16
42172,14.02,16.16
42173,14.02,16.16
42174,14.02,16.16
42175,14.02,16.16
42176,14.02,16.16
42177,11.35,16.16
42178,11.35,16.16
42179,11.35,16.16
42180,11.35,16.16
42181,12.0,16.16
42182,12.0,16.16
42183,12.0,16.16
42184,12.0,16.16
42185,12.0,16.16
42186,12.0,16.16
42187,12.0,16.16
42188,12.0,16.16
42189,12.0,16.16
42190,14.46,16.16
42191,14.46,16.16
42192,14.46,16.16
42193,14.46,16.16
42194,15.56,16.16
42195,15.56,16.16
42196,15.56,16.16
42197,15.56,16.16
42198,15.56,16.16
42199,15.56,16.16
42200,15.56,16.16
42201,15.56,16.16
42202,15.56,16.16
42203,15.56,16.16
42204,15.56,16.16
42205,15.56,16.16
42206,15.56,16.16
42207,15.56,16.16
42208,15.56,16.16
42209,15.56,16.16
42210,15.56,16.16
42211,15.56,16.16
42212,15.56,16.16
42213,15.56,16.16
42214,15.56,16.16
42215,15.56,16.16
42216,15.56,16.16
42217,15.56,16.16
42218,15.56,16.16
42219,15.56,16.16
42220,15.56,16.16
42221,15.56,16.16
42222,15.56,16.16
42223,15.56,16.16
42224,15.56,16.16
42225,15.56,16.16
42226,15.56,16.16
42227,15.56,16.16
42228,15.56,16.16
42229,15.56,16.16
42230,15.56,16.16
42231,15.56,16.16
42232,15.56,16.16
42233,15.56,16.16
42234,15.56,16.16
42235,15.56,16.16
42236,15.56,16.16
42237,15.56,16.16
42238,15.56,16.16
42239,15.56,16.16
42240,15.56,16.16
42241,15.56,16.16
42242,15.56,16.16
42243,15.56,16.16
42244,15.56,16.16
42245,15.56,16.16
42246,15.56,16.16
42247,15.56,16.16
42248,15.56,16.16
42249,15.56,16.16
42250,15.56,16.16
42251,15.56,16.16
42252,15.56,16.16
42253,15.56,16.16
42254,15.56,16.16
42255,15.56,16.16
42256,15.56,16.16
42257,15.56,16.16
42258,15.56,16.16
42259,15.56,16.16
42260,15.56,16.16
42261,15.56,16.16
42262,15.56,16.16
42263,15.56,16.16
42264,15.56,16.16
42265,15.56,16.16
42266,15.56,16.16
42267,15.56,16.16
42268,15.56,16.16
42269,15.56,16.26
42270,15.56,16.26
42271,15.56,16.26
42272,15.56,16.26
42273,15.56,16.14
42274,15.56,16.14
42275,15.56,16.14
42276,15.56,16.14
42277,15.56,16.14
42278,15.56,16.14
42279,15.56,16.14
42280,15.56,16.14
42281,15.56,16.14
42282,15.56,16.14
42283,15.56,16.14
42284,15.56,16.14
42285,15.56,16.14
42286,15.56,16.14
42287,15.56,16.14
42288,15.56,16.14
42289,15.56,16.14
42290,15.56,16.14
42291,15.56,16.14
42292,15.56,16.14
42293,15.56,16.14
42294,15.56,16.14
42295,15.56,16.14
42296,15.56,16.14
42297,15.56,16.14
42298,15.56,16.14
42299,15.56,16.14
42300,15.56,16.14
42301,15.56,16.14
42302,15.56,16.14
42303,15.56,16.14
42304,15.56,16.14
42305,15.56,16.14
42306,15.56,16.14
42307,15.56,16.14
42308,15.56,16.14
42309,15.56,16.14
42310,15.56,16.14
42311,15.56,16.14
42312,15.56,16.14
42313,15.56,16.14
42314,15.56,16.14
42315,15.56,16.14
42316,15.56,16.14
42317,15.56,16.14
42318,15.56,16.14
42319,15.56,16.14
42320,15.56,16.14
42321,15.56,16.14
42322,15.56,16.14
42323,15.56,16.14
42324,15.56,16.14
42325,15.56,16.14
42326,15.56,16.14
42327,15.56,16.14
42328,15.56,16.14
42329,15.56,16.14
42330,15.56,16.14
42331,15.56,16.14
42332,15.56,16.14
42333,15.56,16.14
42334,15.56,16.14
42335,15.56,16.14
42336,15.56,16.14
42337,15.56,16.14
42338,15.56,16.14
42339,15.56,16.14
42340,15.56,16.14
42341,15.56,16.14
42342,15.56,16.14
42343,15.56,16.14
42344,15.56,16.14
42345,15.56,16.14
42346,15.56,16.14
42347,15.56,16.14
42348,15.56,16.14
42349,15.56,16.14
42350,15.56,16.14
42351,15.56,16.14
42352,15.56,16.14
42353,15.56,16.14
42354,15.56,16.14
42355,15.56,16.14
42356,15.56,16.14
42357,15.56,16.14
42358,15.56,16.14
42359,15.56,16.14
42360,15.56,16.14
42361,15.56,16.14
42362,15.56,16.14
42363,15.56,16.14
42364,15.56,16.14
42365,15.56,16.14
42366,12.28,16.14
42367,12.28,16.14
42368,12.28,16.14
42369,12.28,16.14
42370,12.33,16.14
42371,12.33,16.14
42372,12.33,16.14
42373,12.33,16.14
42374,12.33,16.14
42375,12.33,16.14
42376,12.33,16.14
42377,12.33,15.19
42378,12.33,15.19
42379,12.33,15.19
42380,12.33,15.19
42381,12.33,15.19
42382,12.33,15.19
42383,12.33,15.56
42384,12.33,15.56
42385,12.33,15.56
42386,12.33,15.56
42387,12.33,15.56
42388,12.33,15.77
42389,12.33,15.77
42390,12.33,15.77
42391,12.33,15.77
42392,12.33,16.14
42393,12.33,16.14
42394,12.33,16.14
42395,12.33,16.14
42396,12.33,15.16
42397,12.33,15.16
42398,12.33,15.16
42399,12.33,15.16
42400,12.33,15.16
42401,12.33,15.16
42402,12.33,15.16
42403,12.33,15.16
42404,12.33,15.16
42405,12.33,15.16
42406,12.33,15.16
42407,12.33,15.16
42408,12.33,15.16
42409,12.33,15.16
42410,12.33,15.16
42411,12.33,15.16
42412,12.33,15.16
42413,12.33,15.16
42414,12.33,15.16
42415,12.33,15.16
42416,12.33,15.16
42417,12.33,15.16
42418,12.33,15.16
42419,12.33,15.16
42420,12.33,15.16
42421,12.33,15.16
42422,12.33,15.16
42423,12.33,15.16
42424,12.33,15.16
42425,12.33,15.16
42426,12.33,15.16
42427,12.33,15.16
42428,12.33,15.16
42429,12.33,15.16
42430,12.33,15.16
42431,12.33,15.16
42432,12.33,15.16
42433,12.33,15.16
42434,12.33,15.16
42435,12.33,15.16
42436,12.33,15.16
42437,12.33,15.16
42438,12.33,15.16
42439,12.33,15.16
42440,12.33,15.16
42441,12.33,15.16
42442,12.33,15.16
42443,12.33,15.16
42444,12.33,15.16
42445,12.33,15.16
42446,12.33,15.1
42447,12.33,15.1
42448,12.33,15.1
42449,12.33,15.1
42450,12.33,15.1
42451,12.33,16.26
42452,12.33,16.26
42453,12.33,16.26
42454,12.33,16.26
42455,12.33,16.32
42456,12.33,16.32
42457,12.33,16.32
42458,12.33,16.32
42459,12.33,16.55
42460,12.33,16.55
42461,12.33,16.55
42462,12.33,16.55
42463,12.33,16.55
42464,12.33,15.82
42465,12.33,15.82
42466,12.33,15.82
42467,12.33,15.82
42468,12.33,16.05
42469,12.33,16.05
42470,12.33,16.05
42471,12.33,16.05
42472,12.33,15.19
42473,12.33,15.19
42474,12.33,15.19
42475,12.33,15.19
42476,12.33,15.86
42477,12.33,15.86
42478,12.33,15.86
42479,12.33,15.86
42480,12.33,16.09
42481,12.33,16.09
42482,12.33,16.09
42483,12.33,16.09
42484,12.33,16.09
42485,12.33,16.09
42486,12.33,16.09
42487,12.33,16.09
42488,12.33,16.09
42489,12.33,16.09
